sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,28:1,28:2,28:3,28:4,28:5,28:6,28:7,28:8,28:9,28:10,28:11,28:12,28:13,28:14,9:1,9:2,9:3,9:4,38:1,34:1,34:2,19:1,19:2,19:3,15:1,15:2,15:3,29:1,13:1,13:2,13:3,13:4,21:1,21:2,27:1,27:2,27:3,27:4,27:5,27:6,27:7,27:8,27:9,27:10,27:11,27:12,27:13,27:14,27:15,27:16,27:17,27:18,27:19,27:20,27:21,27:22,27:23,27:24,39:1,39:2,39:3,39:4,39:5,39:6,39:7,39:8,40:1,40:2,40:3,40:4,40:5,40:6,40:7,2:1,2:2,2:3,2:4,33:1,33:2,33:3,33:4,33:5,33:6,33:7,14:1,14:2,14:3,14:4,14:5,31:1,31:2,31:3,31:4,31:5,31:6,31:7,1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,1:9,1:10,1:11,1:12,1:13,1:14,42:1,42:2,42:3,42:4,42:5,42:6,42:7,42:8,42:9,42:10,42:11,42:12,42:13,42:14,42:15,44:1,44:2,44:3,44:4,37:1,37:2,37:3,22:1,22:2,22:3,22:4,12:1,12:2,12:3,12:4,12:5,24:1,24:2,24:3,24:4,35:1,35:2,35:3,35:4,26:1,26:2,26:3,26:4,5:1,5:2,5:3,5:4,5:5,5:6,17:1,17:2,17:3,17:4,17:5,17:6,3:1,3:2,3:3,3:4,3:5,20:1,20:2,20:3,20:4,16:1,32:1,32:2,32:3,32:4,32:5,4:1,4:2,4:3,25:1,25:2,25:3,25:4,25:5,25:6,11:1,11:2,11:3,11:4,11:5,23:1,23:2,23:3,23:4,23:5,23:6,18:1,18:2,18:3,36:1,36:2,36:3,36:4,36:5,30:1,30:2,30:3,30:4,30:5,7:1,7:2,41:1,41:2,41:3,43:1,43:2,43:3,43:4,8:1,8:2,8:3,8:4,10:1,10:2,10:3,10:4,10:5,10:6,10:7,10:8,6:1,6:2,6:3,6:4,6:5,target
11,0.1678082191780820,0.0462735749842249,0.4444444444444440,0.5,0.6739130434782610,0.25,0.0648032885674931,0.160524450744153,0.0315802680247579,0.0573630136986301,0.1702127659574470,0.1620009178522260,0.1680350923745400,0.0102176932656384,0.1330067822155240,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.25,0.204337899543379,0.5909090909090910,0.25,0.2708039492242600,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1313706429662550
12,0.2191780821917810,0.0496576222861015,0.8888888888888890,0.5,0.9637681159420290,0.9333333333333330,0.17875,0.1768249468462080,0.0315802680247579,0.0757705479452054,0.1923076923076920,0.1945846718678290,0.5530266343825670,0.0102176932656384,0.3749058025621700,0.3333333333333330,0.0287671232876712,1.0,0.1914383561643840,0.5,0.3333333333333330,0.75,0.6666666666666670,0.9545454545454550,0.75,0.5190409026798310,0.1715285880980160,0.0383912248628884,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545450,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.4306346340786000
13,0.1679793094795430,0.0545373811026198,0.4444444444444440,0.625,0.6521739130434780,0.2,0.0648032885674931,0.1305811481218990,0.0315802680247579,0.0749143835616438,0.1492635024549920,0.132629646626893,0.1680350923745400,0.0102176932656384,0.1088922381311230,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.1666666666666670,0.204337899543379,0.5636363636363640,0.25,0.2482369534555710,0.1633605600933490,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.3666666666666670,0.0037383524520176,0.0028057445868316,0.7272727272727270,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.15150673517567
14,0.2397260273972600,0.0437121690154011,0.6666666666666670,0.5,0.9710144927536230,0.95,0.19125,0.0786037785307224,0.0315802680247579,0.639554794520548,0.2445171849427170,0.2661771454795780,0.1680350923745400,0.0102176932656384,0.2185380557648830,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.4166666666666670,0.3333333333333330,0.9636363636363640,0.75,0.5923836389280680,0.1866977829638270,0.0603290676416819,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636360,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.3396750451326210
15,0.1679793094795430,0.0449648274089135,0.5555555555555560,0.5,0.6376811594202900,0.1666666666666670,0.1325,0.1298724309000710,0.0315802680247579,0.2226027397260270,0.2050736497545010,0.210876548875631,0.1680350923745400,0.0102176932656384,0.1731348907309720,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.5,0.25,0.3333333333333330,0.25,0.3333333333333330,0.5454545454545450,0.25,0.2482369534555710,0.1099702690174390,0.3893967093235830,0.3188405797101450,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1695597833634220
16,0.1027397260273970,0.0225291546892893,0.6666666666666670,0.875,0.4130434782608700,0.85,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3561643835616440,0.1361702127659570,0.1193207893529140,0.1680350923745400,0.0102176932656384,0.0979653353428786,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.25,0.204337899543379,0.8272727272727270,0.5,0.4062059238363890,0.0560093348891481,0.2047531992687390,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545450,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1348423830023610
17,0.1679793094795430,0.0464652130220383,0.5555555555555560,0.75,0.7101449275362320,0.3333333333333330,0.1125,0.1024096385542170,0.0315802680247579,0.1823630136986300,0.1643207855973810,0.1537402478201010,0.1680350923745400,0.0102176932656384,0.1262245666917860,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.25,0.3333333333333330,0.25,0.3333333333333330,0.6363636363636360,0.5,0.3385049365303240,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0451612903225806,0.1818181818181820,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1584502152478820
18,0.1746575342465750,0.0443618687045736,0.3333333333333330,0.5,0.6884057971014490,0.2833333333333330,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899420,0.1730653767683790,0.2207434603028910,0.1680350923745400,0.0102176932656384,0.1812358703843260,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.25,0.6666666666666670,0.3333333333333330,0.204337899543379,0.6090909090909090,0.5,0.3638928067700990,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.032258064516129,0.8181818181818180,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0765171503957783
19,0.1541095890410960,0.0579354506999462,0.4444444444444440,0.5,0.9565217391304350,0.9,0.0648032885674931,0.1144578313253010,0.0315802680247579,0.2003424657534250,0.1823240589198040,0.1789811840293710,0.1680350923745400,0.0102176932656384,0.146948003014318,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.5,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.9454545454545450,0.5,0.4062059238363890,0.1099702690174390,0.186471663619744,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1723371753923070
20,0.1678082191780820,0.0292598565051765,0.4444444444444440,0.625,0.6231884057971010,0.25,0.0648032885674931,0.0892983699503898,0.0315802680247579,0.2247431506849320,0.1684124386252050,0.2306103717301510,0.1680350923745400,0.0102176932656384,0.1893368500376790,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.204337899543379,0.5272727272727270,0.25,0.2073342736248240,0.1099702690174390,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1445632551034580
21,0.273972602739726,0.0603659819112388,0.7777777777777780,0.5,0.9637681159420290,0.9333333333333330,0.2375,0.0786037785307224,0.0315802680247579,0.4957191780821920,0.1895253682487730,0.1890775585130790,0.5898305084745760,0.0102176932656384,0.3847023360964580,0.1417808219178080,0.0287671232876712,1.0,0.5,0.5,0.3333333333333330,0.5833333333333330,0.3333333333333330,0.9545454545454550,0.75,0.6015514809590970,0.2800466744457410,0.2815356489945160,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.9090909090909090,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.4032773225940840
22,0.1232876712328770,0.0287410315735352,0.6666666666666670,0.75,0.4202898550724640,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2726883561643840,0.1042553191489360,0.1776044056906840,0.1680350923745400,0.0102176932656384,0.1458176337603620,0.1417808219178080,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.3333333333333330,0.2727272727272730,0.25,0.1974612129760230,0.1099702690174390,0.0853021462021988,0.3713768115942030,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1451187335092350
23,0.184931506849315,0.039458739395639,0.7777777777777780,0.5,0.9420289855072470,0.8666666666666670,0.175625,0.0786037785307224,0.0315802680247579,0.7607020547945210,0.2908346972176760,0.3352455254703990,0.1680350923745400,0.0102176932656384,0.2752449133383570,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.4166666666666670,0.3333333333333330,0.9272727272727270,0.5,0.3765867418899860,0.1995332555425900,0.2906764168190130,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.7272727272727270,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2709345924177200
24,0.0787671232876712,0.0136670639650377,0.4444444444444440,0.75,0.7536231884057970,0.4333333333333330,0.0648032885674931,0.148830616583983,0.0315802680247579,0.0856164383561643,0.1702127659574470,0.166590178981184,0.1680350923745400,0.0102176932656384,0.1367746797287110,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.3333333333333330,0.6909090909090910,0.5,0.4033850493653030,0.116686114352392,0.2010968921389400,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454550,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1319261213720320
25,0.1679793094795430,0.0324662880646895,0.4444444444444440,0.875,0.6956521739130440,0.85,0.0648032885674931,0.033309709425939,0.4531886024423340,0.0873287671232876,0.1734860883797050,0.166590178981184,0.1680350923745400,0.0102176932656384,0.1367746797287110,0.3333333333333330,0.0287671232876712,0.3333333333333330,0.1914383561643840,0.375,0.3333333333333330,0.3333333333333330,0.3333333333333330,0.6181818181818180,0.25,0.1904090267983070,0.4737456242707120,0.1645338208409510,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363640,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1653936953200940
26,0.3047945205479450,0.0604360933884877,0.7777777777777780,0.5,0.9782608695652170,0.95,0.4,0.0786037785307224,0.0315802680247579,0.6703767123287670,0.2563011456628480,0.2905002294630560,0.1680350923745400,0.0102176932656384,0.2385079125847780,0.1417808219178080,0.0287671232876712,0.6666666666666670,0.1914383561643840,0.375,0.3333333333333330,0.4166666666666670,0.3333333333333330,0.9727272727272730,0.75,0.6276445698166430,0.1099702690174390,0.1023765996343690,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545450,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.3074572975975560
