sample,0,1,2,3,4,5,6,7,8,9,0:0,0:1,0:2,0:3,1:0,1:1,1:2,1:3,2:0,2:1,3:0,3:1,3:2,target
1104,0.1986301369863013,0.0355698894575708,0.5555555555555556,0.625,0.6304347826086957,0.15,0.0648032885674931,0.1160524450744153,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1730315233995278
1105,0.0102739726027397,0.0033466545140106,0.4444444444444444,0.5,0.7101449275362319,0.3333333333333333,0.19,0.0786037785307224,0.0315802680247579,0.2696917808219178,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0987362866268573
1106,0.2636986301369863,0.0512094229825422,0.7777777777777778,0.5,0.8840579710144928,0.75,0.22625,0.1828490432317505,0.0315802680247579,0.1845034246575342,0,0,1,0,1,0,0,0,1,0,0,1,0,0.4028607137897514
1107,0.3184931506849315,0.0423333099628409,0.6666666666666666,0.5,0.855072463768116,0.6833333333333333,0.0648032885674931,0.1307583274273565,0.0315802680247579,0.0736301369863013,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2013609220941536
1108,0.5034246575342466,0.1026291803968309,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3715753424657534,0,1,0,0,1,0,0,0,1,0,0,0,1,0.3330440216636578
1109,0.1679793094795433,0.0316109280422538,0.5555555555555556,0.5,0.927536231884058,0.8333333333333334,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3955479452054795,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2028884877100402
1110,0.2945205479452055,0.0470307789385122,0.7777777777777778,0.5,0.9565217391304348,0.9166666666666666,0.02625,0.1840892983699504,0.0315802680247579,0.3411815068493151,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3403693931398417
1111,0.1679793094795433,0.0313164598378087,0.5555555555555556,0.5,0.8913043478260869,0.7666666666666667,0.0648032885674931,0.0388022678951098,0.0315802680247579,0.2371575342465753,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2126093598111373
1112,0.2020547945205479,0.0429082240762812,0.6666666666666666,0.625,0.7536231884057971,0.4333333333333333,0.4125,0.0714032600992204,0.0315802680247579,0.1712328767123287,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2362171920566588
1113,0.1780821917808219,0.0271097712028792,0.4444444444444444,0.75,0.6159420289855072,0.1166666666666666,0.0648032885674931,0.1254429482636428,0.0315802680247579,0.0462328767123287,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1319261213720316
1114,0.1541095890410959,0.0356306527378531,0.4444444444444444,0.75,0.5869565217391305,0.9333333333333332,0.0648032885674931,0.1139262934089298,0.0315802680247579,0.15625,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1383141230384668
1115,0.2363013698630137,0.0191638037813456,0.4444444444444444,0.75,0.5942028985507246,0.8333333333333334,0.0648032885674931,0.0735294117647058,0.0315802680247579,0.1789383561643835,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1140119427857242
1116,0.2465753424657534,0.0504101521419056,0.7777777777777778,0.5,0.9782608695652174,0.95,0.205,0.1778880226789511,0.0315802680247579,0.3125,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3931398416886543
1117,0.1679793094795433,0.030147935216995,0.7777777777777778,0.5,0.9420289855072465,0.8666666666666667,0.0648032885674931,0.0625442948263642,0.0315802680247579,0.0235445205479452,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2071934453548118
1118,0.1232876712328767,0.0395615695622706,0.4444444444444444,0.75,0.6884057971014492,0.8833333333333333,0.0648032885674931,0.1243798724309,0.0315802680247579,0.0821917808219178,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1320649909734759
1119,0.2191780821917808,0.0585430835027694,0.4444444444444444,0.625,0.6231884057971014,0.6166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2281678082191781,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1459519511179003
1122,0.2157534246575342,0.0410572810769122,0.6666666666666666,0.5,0.9637681159420288,0.9333333333333332,0.1225,0.0042523033309709,0.0315802680247579,0.6541095890410958,0,0,1,0,1,0,0,0,1,0,0,1,0,0.247187890570754
1123,0.1679793094795433,0.0356446750333029,0.3333333333333333,0.25,0.6086956521739131,0.1,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2876712328767123,0,1,0,0,1,0,0,0,1,0,0,1,0,0.107068462713512
1124,0.0993150684931506,0.0378835682067821,0.4444444444444444,1.0,0.5434782608695652,0.9666666666666668,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2988013698630137,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1154006388001666
1125,0.1679793094795433,0.0365748206314707,0.6666666666666666,0.5,0.8695652173913043,0.7,0.10625,0.0786037785307224,0.0315802680247579,0.1643835616438356,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1791417858630745
1126,0.1335616438356164,0.0426932155460515,0.3333333333333333,0.5,0.6014492753623188,0.0833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.430222602739726,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1112345507568393
1127,0.1095890410958904,0.01114305078408,0.6666666666666666,0.5,0.9782608695652174,0.95,0.08125,0.0786037785307224,0.0315802680247579,0.5877568493150684,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1931676156089432
1128,0.5513698630136986,0.0620346350697609,0.6666666666666666,0.5,0.9565217391304348,0.9,0.0648032885674931,0.2303330970942594,0.0315802680247579,0.098458904109589,0,1,0,0,1,0,0,0,1,0,0,1,0,0.3112067768365504
1129,0.1301369863013698,0.0490593376802449,0.6666666666666666,0.5,0.9565217391304348,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3625856164383562,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2501041522010832
1131,0.1506849315068493,0.0304003365350907,0.3333333333333333,0.25,0.4057971014492754,0.0,0.0648032885674931,0.1102055279943302,0.0315802680247579,0.2140410958904109,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1390084710456881
1132,0.1438356164383561,0.0439926149243964,0.4444444444444444,0.5,0.8623188405797102,0.7,0.0648032885674931,0.0375620127569099,0.0315802680247579,0.3261986301369863,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0813775864463269
1134,0.2020547945205479,0.039860711865199,0.7777777777777778,0.5,0.8913043478260869,0.75,0.0648032885674931,0.1034727143869596,0.0315802680247579,0.2328767123287671,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2841272045549229
1135,0.1232876712328767,0.0349295379653649,0.5555555555555556,0.5,0.9057971014492754,0.7833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3921232876712329,0,1,0,0,1,0,0,0,1,0,0,0,1,0.186224135536731
1136,0.1335616438356164,0.0228096005982846,0.5555555555555556,0.5,0.391304347826087,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.410958904109589,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0931815025690876
1137,0.2020547945205479,0.0387950174110168,0.5555555555555556,0.5,0.5652173913043478,0.0,0.0648032885674931,0.0496102055279943,0.0315802680247579,0.3219178082191781,0,1,0,0,1,0,0,0,1,0,0,1,0,0.116789334814609
1138,0.1130136986301369,0.0235668045525719,0.4444444444444444,0.875,0.0217391304347826,0.7666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3339041095890411,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0820719344535481
1140,0.2636986301369863,0.0347332258290682,0.4444444444444444,0.5,0.3478260869565217,0.0,0.0648032885674931,0.114280652019844,0.0315802680247579,0.1155821917808219,0,1,0,0,1,0,0,0,1,0,0,1,0,0.15150673517567
1141,0.1335616438356164,0.028278295823693,0.4444444444444444,0.75,0.572463768115942,0.0166666666666666,0.0648032885674931,0.1509567682494684,0.0315802680247579,0.0428082191780821,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1445632551034578
1142,0.1679793094795433,0.0420855827432284,0.4444444444444444,0.75,0.7536231884057971,0.4333333333333333,0.0275,0.0675053153791637,0.0315802680247579,0.1708047945205479,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2258019719483405
1143,0.1917808219178082,0.0405010633574049,0.7777777777777778,0.5,0.9710144927536232,0.95,0.2125,0.203756201275691,0.0315802680247579,0.1352739726027397,0,0,0,1,1,0,0,0,1,0,0,1,0,0.5415497847521178
1144,0.1679793094795433,0.0359905583210638,0.4444444444444444,0.25,0.6304347826086957,0.15,0.0648032885674931,0.0510276399716513,0.0315802680247579,0.3073630136986301,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0626301902513539
1145,0.1335616438356164,0.0508541914978148,0.3333333333333333,0.375,0.5,0.0,0.0648032885674931,0.0616583982990786,0.0315802680247579,0.1386986301369863,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0626301902513539
1146,0.1061643835616438,0.0230900465072799,0.4444444444444444,0.625,0.4057971014492754,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4460616438356164,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1584502152478822
1147,0.1679793094795433,0.0462735749842249,0.5555555555555556,0.5,0.8188405797101449,0.5833333333333334,0.053125,0.2228915662650602,0.0315802680247579,0.0171232876712328,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2014997916955978
1148,0.184931506849315,0.0500128537708289,0.6666666666666666,0.75,0.5,0.0,0.0648032885674931,0.0487243090007087,0.0315802680247579,0.1836472602739726,0,1,0,0,1,0,0,0,1,0,1,0,0,0.1938619636161644
1149,0.1679793094795433,0.0205660333263221,0.6666666666666666,0.75,0.391304347826087,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2448630136986301,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1138730731842799
1150,0.0993150684931506,0.0359905583210638,0.6666666666666666,1.0,0.3478260869565217,0.6333333333333333,0.0648032885674931,0.1105598866052445,0.0315802680247579,0.0111301369863013,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1501180391612276
1151,0.1232876712328767,0.0326252074131201,0.5555555555555556,0.5,0.5652173913043478,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.398972602739726,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1237328148868212
1152,0.386986301369863,0.0769122905419617,0.4444444444444444,0.375,0.6304347826086957,0.15,0.0825,0.0311835577604535,0.0315802680247579,0.5522260273972602,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1597000416608804
1153,0.2363013698630137,0.0598985720629133,0.5555555555555556,0.75,0.6086956521739131,0.9,0.0648032885674931,0.0524450744153082,0.3710990502035278,0.098458904109589,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2709345924177198
1154,0.1679793094795433,0.0214541120381406,0.5555555555555556,0.875,0.4202898550724637,0.95,0.0648032885674931,0.0953224663359319,0.0315802680247579,0.1190068493150685,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1188723788362727
1155,0.1679793094795433,0.0579588211923625,0.6666666666666666,0.625,0.6739130434782609,0.6333333333333333,0.18,0.0804394046775336,0.0315802680247579,0.175513698630137,0,0,0,1,1,0,0,0,1,0,0,1,0,0.231773364810443
1156,0.2363013698630137,0.0442543644394587,0.4444444444444444,0.875,0.7536231884057971,0.9,0.0648032885674931,0.2049964564138908,0.0315802680247579,0.1198630136986301,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2542702402444105
1157,0.2191780821917808,0.037626492790203,0.4444444444444444,0.875,0.6739130434782609,0.8166666666666667,0.0648032885674931,0.1121545003543586,0.0315802680247579,0.2508561643835616,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2013609220941536
1158,0.0445205479452054,0.0172988384865269,0.6666666666666666,0.5,0.9782608695652174,0.9666666666666668,0.10375,0.1601700921332388,0.0315802680247579,0.175513698630137,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2709345924177198
1159,0.2431506849315068,0.0496950150739676,0.7777777777777778,0.5,0.9782608695652174,0.9666666666666668,0.11625,0.0786037785307224,0.0315802680247579,0.6763698630136986,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2780558255797806
1160,0.1883561643835616,0.0365514501390544,0.5555555555555556,0.625,0.7391304347826086,0.4,0.16875,0.0783132530120482,0.0315802680247579,0.1964897260273972,0,0,1,0,1,0,0,0,1,0,0,1,0,0.20844327176781
1161,0.0102739726027397,0.0045806165135899,0.5555555555555556,0.5,0.7681159420289855,0.4666666666666667,0.0648032885674931,0.0551027639971651,0.0315802680247579,0.2328767123287671,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1542841272045549
1163,0.3013698630136986,0.0347005071396854,0.4444444444444444,0.5,0.6956521739130435,0.3,0.0648032885674931,0.0871722182849043,0.0315802680247579,0.1720890410958904,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1306762949590334
1164,0.1335616438356164,0.0542195424057584,0.3333333333333333,0.375,0.7028985507246377,0.3166666666666666,0.0648032885674931,0.2122608079376328,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1028454381335925
1165,0.1679793094795433,0.0694430811657201,0.4444444444444444,0.75,0.7681159420289855,0.4666666666666667,0.0648032885674931,0.1204819277108433,0.2652645861601085,0.1237157534246575,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2209415358977919
1166,0.1986301369863013,0.0385192456005048,0.6666666666666666,0.5,0.9927536231884058,0.9833333333333332,0.1675,0.0786037785307224,0.0315802680247579,0.6429794520547946,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2753367587835023
1167,0.1472602739726027,0.042884853583865,0.7777777777777778,0.5,0.9855072463768116,0.9666666666666668,0.045,0.0786037785307224,0.0315802680247579,0.7251712328767124,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2922510762394112
1168,0.1267123287671233,0.0446469887120521,0.5555555555555556,0.5,0.927536231884058,0.8333333333333334,0.0648032885674931,0.1392629340892983,0.0315802680247579,0.0740582191780822,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1917789195945007
1169,0.339041095890411,0.0580896959498936,0.5555555555555556,0.75,0.4565217391304347,0.6,0.0648032885674931,0.1109142452161587,0.0315802680247579,0.2144691780821918,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2778780724899319
1170,0.3321917808219178,0.1610694337329687,1.0,0.5,0.8913043478260869,0.7666666666666667,0.86125,0.245747696669029,0.0315802680247579,0.2324486301369863,0,0,1,0,1,0,0,0,1,0,0,1,0,0.819469518122483
1171,0.1883561643835616,0.0401037649863282,0.5555555555555556,0.625,0.7608695652173914,0.45,0.0648032885674931,0.092487597448618,0.0315802680247579,0.2457191780821918,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1890015275656159
1172,0.1883561643835616,0.0365514501390544,0.5555555555555556,0.625,0.6231884057971014,0.1333333333333333,0.0648032885674931,0.1172927002126151,0.0315802680247579,0.2564212328767123,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1778919594500763
1173,0.047945205479452,0.0126995255790039,0.6666666666666666,0.5,0.9710144927536232,0.95,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2675513698630137,0,1,0,0,0,0,0,1,0,1,0,1,0,0.1902513539786141
1174,0.4006849315068493,0.0781976676248568,0.4444444444444444,0.625,0.5362318840579711,0.7333333333333333,0.0648032885674931,0.0269312544294826,0.3181818181818182,0.418236301369863,0,1,0,0,1,0,0,0,1,0,1,0,0,0.2299680599916678
1175,0.2020547945205479,0.0713267428544719,0.5555555555555556,0.875,0.4347826086956521,0.0,0.0648032885674931,0.0891211906449326,0.0315802680247579,0.192208904109589,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2834328565477017
1176,0.2191780821917808,0.0438336955759657,0.7777777777777778,0.5,0.8695652173913043,0.8333333333333334,0.210625,0.1240255138199858,0.0315802680247579,0.4208047945205479,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3473128732120539
1177,0.0547945205479452,0.0264133305288742,0.4444444444444444,0.5,0.8115942028985508,0.5833333333333334,0.0648032885674931,0.1165839829907866,0.0315802680247579,0.0933219178082191,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1174836828218303
1179,0.1130136986301369,0.0298254224216504,0.4444444444444444,0.625,0.3550724637681159,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3129280821917808,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1666435217330926
1180,0.1917808219178082,0.0328822828296992,0.4444444444444444,0.5,0.5942028985507246,0.0666666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0806832384391056
1183,0.476027397260274,0.0669471125756619,1.0,0.5,0.8985507246376812,0.7666666666666667,0.0648032885674931,0.371367824238129,0.0315802680247579,0.1284246575342466,0,1,0,0,1,0,0,0,1,0,0,1,0,0.9861130398555756
1186,0.1335616438356164,0.039440043001706,0.4444444444444444,0.75,0.3768115942028985,0.0,0.0648032885674931,0.069454287739192,0.0315802680247579,0.1678082191780822,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0972087210109707
1188,0.2328767123287671,0.0521676131716095,0.7777777777777778,0.5,0.8840579710144928,0.75,0.0648032885674931,0.2579730687455705,0.0315802680247579,0.071917808219178,0,1,0,0,1,0,0,0,1,0,0,1,0,0.3153728648798778
1189,0.160958904109589,0.0356867419196522,0.6666666666666666,0.5,0.9420289855072465,0.8666666666666667,0.059375,0.0786037785307224,0.0315802680247579,0.355736301369863,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2223302319122344
1190,0.1335616438356164,0.0289794105961812,0.6666666666666666,0.5,0.9202898550724636,0.8166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.425513698630137,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2139980558255798
1192,0.0102739726027397,0.006286662459978,0.7777777777777778,0.5,0.9202898550724636,0.8333333333333334,0.285,0.0786037785307224,0.0315802680247579,0.3321917808219178,0,0,1,0,0,0,0,1,0,1,0,1,0,0.1931676156089432
1194,0.1679793094795433,0.0149571151464161,0.5555555555555556,0.5,0.9202898550724636,0.8166666666666667,0.265625,0.1564493267186392,0.0315802680247579,0.1459760273972602,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1806693514789612
1195,0.2020547945205479,0.0376919301689686,0.5555555555555556,0.75,0.7028985507246377,0.3166666666666666,0.089375,0.0657335223245925,0.0315802680247579,0.125,0,0,0,1,1,0,0,0,1,0,0,1,0,0.1709484793778642
1196,0.1027397260273972,0.0314520086938231,0.5555555555555556,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3116438356164384,0,1,0,0,1,0,0,0,1,0,0,1,0,0.195945007637828
1197,0.1267123287671233,0.0596134520554348,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3762842465753425,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2559505624218858
1198,0.1506849315068493,0.0352894435485755,0.6666666666666666,0.625,0.3188405797101449,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3488869863013699,0,1,0,0,0,1,0,0,1,0,1,0,0,0.15150673517567
1199,0.1678082191780822,0.0364579681693893,0.6666666666666666,0.5,0.9347826086956522,0.85,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5188356164383562,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1987223996667129
1200,0.184931506849315,0.0464371684311388,0.3333333333333333,0.5,0.6594202898550725,0.4833333333333333,0.031875,0.096917080085046,0.0315802680247579,0.2157534246575342,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1570615192334398
1201,0.1712328767123287,0.0376405150856528,0.3333333333333333,0.5,0.7101449275362319,0.3333333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3698630136986301,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1126926815720038
1202,0.2020547945205479,0.0425342961976208,0.6666666666666666,0.5,0.9130434782608696,0.8,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3707191780821918,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2263574503541174
1203,0.0993150684931506,0.0219682628712987,0.4444444444444444,0.875,0.3840579710144927,0.7833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3784246575342466,0,1,0,0,0,1,0,0,1,0,0,1,0,0.1140119427857242
1204,0.184931506849315,0.0394961321835051,0.6666666666666666,0.5,0.927536231884058,0.85,0.106875,0.0786037785307224,0.0315802680247579,0.6977739726027398,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2473267601721983
1205,0.1952054794520548,0.0413190305919745,0.4444444444444444,0.625,0.7463768115942029,0.4166666666666667,0.0648032885674931,0.1396172927002126,0.0315802680247579,0.1147260273972602,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1646993473128732
1206,0.2363013698630137,0.0625581340998854,0.6666666666666666,0.75,0.855072463768116,0.6833333333333333,0.14625,0.0859319631467044,0.1200814111261872,0.6404109589041096,0,0,1,0,1,0,0,0,1,0,0,1,0,0.3291209554228579
1207,0.1679793094795433,0.0355231484727383,0.3333333333333333,0.375,0.6811594202898551,0.2666666666666666,0.0648032885674931,0.1871013465627214,0.0315802680247579,0.2428255183899418,0,1,0,0,0,0,1,0,1,0,0,1,0,0.1001249826412998
1208,0.1678082191780822,0.0366215616163032,0.5555555555555556,0.5,0.9492753623188406,0.8833333333333333,0.075,0.0602409638554216,0.0315802680247579,0.574486301369863,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2292737119844466
1209,0.1678082191780822,0.0302086984972773,0.4444444444444444,0.75,0.6521739130434783,0.5,0.0648032885674931,0.0892983699503898,0.073270013568521,0.1365582191780822,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1459519511179003
1210,0.2191780821917808,0.0415153427282712,0.7777777777777778,0.5,0.9710144927536232,0.9333333333333332,0.2625,0.2161587526576895,0.0315802680247579,0.1883561643835616,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3542563532842661
1211,0.1678082191780822,0.0463577087569235,0.5555555555555556,0.5,0.8695652173913043,0.7,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4516267123287671,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2139980558255798
1213,0.0993150684931506,0.0375797518053705,0.3333333333333333,0.625,0.5,0.0,0.0648032885674931,0.0609496810772501,0.0315802680247579,0.1404109589041096,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1084571587279544
1214,0.1679793094795433,0.0418144850311996,0.3333333333333333,1.0,0.6739130434782609,0.85,0.0648032885674931,0.1148121899362154,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1528954311901124
1216,0.2671232876712329,0.0270817266119797,0.4444444444444444,0.5,0.6811594202898551,0.2666666666666666,0.0648032885674931,0.031892274982282,0.2537313432835821,0.1455479452054794,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1251215109012637
1217,0.160958904109589,0.0356633714272359,0.5555555555555556,0.5,0.7681159420289855,0.4666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,0,1,0,0,1,0,0,1,0,0.107068462713512
1219,0.1061643835616438,0.0230900465072799,0.3333333333333333,0.5,0.5434782608695652,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0633245382585752
1221,0.1541095890410959,0.0303816401411577,0.4444444444444444,0.5,0.6666666666666666,0.2333333333333333,0.0648032885674931,0.0552799433026222,0.4070556309362279,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1112345507568393
1222,0.1164383561643835,0.0324849844586225,0.4444444444444444,0.5,0.6956521739130435,0.3,0.0648032885674931,0.0442948263642806,0.3337856173677069,0.0898972602739726,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1376197750312456
1225,0.1335616438356164,0.065830003038164,0.6666666666666666,0.5,0.9565217391304348,0.9166666666666666,0.0648032885674931,0.1282778171509567,0.0315802680247579,0.0273972602739726,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2070545757533675
1226,0.1506849315068493,0.0429175722732478,0.5555555555555556,0.875,0.6231884057971014,0.1333333333333333,0.039375,0.0898299078667611,0.0315802680247579,0.0346746575342465,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1528954311901124
1227,0.2226027397260274,0.0621561616303255,0.5555555555555556,0.5,0.9782608695652174,0.95,0.04625,0.0786037785307224,0.0315802680247579,0.3827054794520548,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2487154561866407
1228,0.1746575342465753,0.0353922737152071,0.4444444444444444,0.875,0.6739130434782609,0.9666666666666668,0.1875,0.1054216867469879,0.0315802680247579,0.1357020547945205,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1556728232189973
1229,0.1506849315068493,0.0349108415714319,0.8888888888888888,0.5,0.9855072463768116,0.9666666666666668,0.47875,0.2728561304039688,0.0315802680247579,0.0693493150684931,0,0,1,0,1,0,0,0,1,0,0,1,0,0.4615942230245799
1231,0.1679793094795433,0.0822173923204561,0.4444444444444444,0.5,0.7608695652173914,0.45,0.000625,0.088235294117647,0.1431478968792401,0.2791095890410959,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2153867518400222
1233,0.1678082191780822,0.0399261492439645,0.3333333333333333,0.5,0.6521739130434783,0.2,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0929037633661991
1234,0.1679793094795433,0.0507607095281497,0.4444444444444444,0.5,0.6304347826086957,0.15,0.1125,0.1771793054571226,0.0315802680247579,0.0804794520547945,0,0,1,0,1,0,0,0,1,0,0,1,0,0.1487293431467851
1235,0.1164383561643835,0.0337703615415176,0.4444444444444444,0.625,0.2826086956521739,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4023972602739726,0,1,0,0,0,0,1,0,1,0,1,0,0,0.1320649909734759
1236,0.2568493150684932,0.0553039332538736,0.4444444444444444,0.5,0.3043478260869565,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.319777397260274,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1444063324538258
1237,0.0513698630136986,0.0062072027857626,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.06625,0.0786037785307224,0.0315802680247579,0.3270547945205479,0,0,0,1,1,0,0,0,1,0,0,1,0,0.1952506596306068
1238,0.0684931506849315,0.0518497744747481,0.6666666666666666,0.5,0.9565217391304348,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3625856164383562,0,1,0,0,1,0,0,0,1,0,0,1,0,0.2223302319122344
1239,0.1438356164383561,0.0550234873448783,0.5555555555555556,0.5,0.9637681159420288,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4884417808219178,0,1,0,0,1,0,0,0,1,0,0,1,0,0.1494236911540064
1241,0.1506849315068493,0.032054967398163,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.1575,0.0974486180014174,0.0315802680247579,0.1429794520547945,0,0,1,0,1,0,0,0,1,0,0,1,0,0.2638522427440633
1242,0.2123287671232876,0.0399588679333473,0.6666666666666666,0.625,0.9782608695652174,0.95,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.7230308219178082,0,0,0,1,1,0,0,0,1,0,0,1,0,0.2963866129704208
1244,0.2945205479452055,0.0588515740026642,1.0,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.2455705173635719,0.0315802680247579,0.2953767123287671,1,0,0,0,1,0,0,0,1,0,0,1,0,0.5972781558116929
