sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0:0,0:1,0:2,0:3,1:0,1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,1:9,1:10,1:11,1:12,1:13,1:14,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,8:2,8:3,8:4,8:5,9:0,9:1,9:2,target
1118,0.1232876712328767,0.0395615695622706,0.4444444444444444,0.75,0.6884057971014492,0.8833333333333333,0.0648032885674931,0.1243798724309,0.0315802680247579,0.0821917808219178,0.1463175122749591,0.1284993116108306,0.1680350923745397,0.0102176932656384,0.1055011303692539,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.204337899543379,0.6090909090909091,0.5,0.3173483779971791,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1320649909734759
1119,0.2191780821917808,0.0585430835027694,0.4444444444444444,0.625,0.6231884057971014,0.6166666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2281678082191781,0.0872340425531914,0.1576411197797154,0.2808716707021791,0.0102176932656384,0.238696307460437,0.1417808219178082,0.5,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.5272727272727272,0.25,0.2115655853314527,0.3267211201866978,0.0621572212065813,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,1.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1459519511179003
1122,0.2157534246575342,0.0410572810769122,0.6666666666666666,0.5,0.9637681159420288,0.9333333333333332,0.1225,0.0042523033309709,0.0315802680247579,0.6541095890410958,0.2540098199672668,0.2794860027535567,0.1680350923745397,0.0102176932656384,0.2294649585531273,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9545454545454546,0.75,0.5514809590973202,0.1680280046674445,0.036563071297989,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.247187890570754
1123,0.1679793094795433,0.0356446750333029,0.3333333333333333,0.25,0.6086956521739131,0.1,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2876712328767123,0.1099836333878887,0.1436438733363928,0.1680350923745397,0.0102176932656384,0.1179351921627731,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.204337899543379,0.509090909090909,0.25,0.2031029619181946,0.0746791131855309,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.3333333333333333,0.0037383524520176,0.0028057445868316,0.8181818181818182,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.107068462713512
1124,0.0993150684931506,0.0378835682067821,0.4444444444444444,1.0,0.5434782608695652,0.9666666666666668,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2988013698630137,0.1142389525368248,0.0835245525470399,0.1680350923745397,0.0102176932656384,0.068575734740015,0.1417808219178082,0.5,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.7136923989715859,0.4417808219178082,0.3335543984388585,0.1099702690174389,0.3656307129798903,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1154006388001666
1125,0.1679793094795433,0.0365748206314707,0.6666666666666666,0.5,0.8695652173913043,0.7,0.10625,0.0786037785307224,0.0315802680247579,0.1643835616438356,0.0628477905073649,0.1096833409821018,0.324455205811138,0.0102176932656384,0.2162773172569706,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.8363636363636363,0.5,0.2764456981664316,0.116686114352392,0.0457038391224862,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1791417858630745
1126,0.1335616438356164,0.0426932155460515,0.3333333333333333,0.5,0.6014492753623188,0.0833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.430222602739726,0.1644844517184942,0.1539697108765488,0.1680350923745397,0.0102176932656384,0.1264129615674453,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.3333333333333333,0.7,0.5,0.4739069111424541,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.9090909090909092,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1112345507568393
1127,0.1095890410958904,0.01114305078408,0.6666666666666666,0.5,0.9782608695652174,0.95,0.08125,0.0786037785307224,0.0315802680247579,0.5877568493150684,0.2247135842880523,0.2801743919229004,0.1680350923745397,0.0102176932656384,0.2300301431801055,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.25,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.9727272727272728,0.75,0.465444287729196,0.1668611435239206,0.036563071297989,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1931676156089432
1128,0.5513698630136986,0.0620346350697609,0.6666666666666666,0.5,0.9565217391304348,0.9,0.0648032885674931,0.2303330970942594,0.0315802680247579,0.098458904109589,0.2504091653027823,0.2744378155117026,0.1680350923745397,0.0102176932656384,0.2253202712886209,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.9454545454545454,0.75,0.4442877291960507,0.1680280046674445,0.0658135283363802,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.9090909090909092,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3112067768365504
1129,0.1301369863013698,0.0490593376802449,0.6666666666666666,0.5,0.9565217391304348,0.9166666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3625856164383562,0.1386252045826514,0.1177145479577788,0.538498789346247,0.0102176932656384,0.3061416729464958,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.9454545454545454,0.5,0.306064880112835,0.116686114352392,0.0877513711151736,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2501041522010832
1131,0.1506849315068493,0.0304003365350907,0.3333333333333333,0.25,0.4057971014492754,0.0,0.0648032885674931,0.1102055279943302,0.0315802680247579,0.2140410958904109,0.183633387888707,0.2280862781092244,0.3162227602905569,0.0102176932656384,0.3102863602110022,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.5,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.7363636363636363,0.5,0.4062059238363892,0.5029171528588098,0.0804387568555758,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,1.0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1390084710456881
1132,0.1438356164383561,0.0439926149243964,0.4444444444444444,0.5,0.8623188405797102,0.7,0.0648032885674931,0.0375620127569099,0.0315802680247579,0.3261986301369863,0.1594108019639934,0.1468563561266636,0.1680350923745397,0.0102176932656384,0.1205727204220045,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.204337899543379,0.7136923989715859,0.4417808219178082,0.3335543984388585,0.1099702690174389,0.0511882998171846,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.7272727272727273,0.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0813775864463269
1134,0.2020547945205479,0.039860711865199,0.7777777777777778,0.5,0.8913043478260869,0.75,0.0648032885674931,0.1034727143869596,0.0315802680247579,0.2328767123287671,0.1846153846153846,0.1854061496099128,0.4251815980629539,0.0102176932656384,0.3176337603617181,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5,0.3333333333333333,0.8636363636363636,0.5,0.3286318758815232,0.1099702690174389,0.283363802559415,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2841272045549229
1135,0.1232876712328767,0.0349295379653649,0.5555555555555556,0.5,0.9057971014492754,0.7833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3921232876712329,0.1499181669394435,0.1335474988526847,0.3312348668280871,0.0102176932656384,0.2385079125847777,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.8818181818181818,0.5,0.3244005641748942,0.116686114352392,0.0694698354661791,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.186224135536731
1136,0.1335616438356164,0.0228096005982846,0.5555555555555556,0.5,0.391304347826087,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.410958904109589,0.1571194762684124,0.1496099128040385,0.1680350923745397,0.0102176932656384,0.1228334589299171,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.3333333333333333,0.2363636363636363,0.25,0.1269393511988716,0.1099702690174389,0.2340036563071298,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0931815025690876
1137,0.2020547945205479,0.0387950174110168,0.5555555555555556,0.5,0.5652173913043478,0.0,0.0648032885674931,0.0496102055279943,0.0315802680247579,0.3219178082191781,0.1689034369885433,0.1601652134006425,0.1065375302663438,0.0102176932656384,0.1729464958553127,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.4545454545454545,0.25,0.2031029619181946,0.1099702690174389,0.0853021462021988,0.1739130434782608,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.116789334814609
1138,0.1130136986301369,0.0235668045525719,0.4444444444444444,0.875,0.0217391304347826,0.7666666666666667,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3339041095890411,0.1276595744680851,0.1023405231757687,0.1162227602905569,0.0102176932656384,0.1292388847023361,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.3333333333333333,0.204337899543379,0.7136923989715859,0.4417808219178082,0.3335543984388585,0.1099702690174389,0.0853021462021988,0.3188405797101449,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0820719344535481
1140,0.2636986301369863,0.0347332258290682,0.4444444444444444,0.5,0.3478260869565217,0.0,0.0648032885674931,0.114280652019844,0.0315802680247579,0.1155821917808219,0.1497545008183306,0.1911427260211106,0.1680350923745397,0.0102176932656384,0.1569329314242652,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6545454545454545,0.5,0.349083215796897,0.1099702690174389,0.0853021462021988,0.391304347826087,0.0067117894509761,0.2625,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.15150673517567
1141,0.1335616438356164,0.028278295823693,0.4444444444444444,0.75,0.572463768115942,0.0166666666666666,0.0648032885674931,0.1509567682494684,0.0315802680247579,0.0428082191780821,0.155810147299509,0.1418081688848095,0.1680350923745397,0.0102176932656384,0.1164280331574981,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.8,0.5,0.5923836389280677,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.1445632551034578
1142,0.1679793094795433,0.0420855827432284,0.4444444444444444,0.75,0.7536231884057971,0.4333333333333333,0.0275,0.0675053153791637,0.0315802680247579,0.1708047945205479,0.1276595744680851,0.1730151445617255,0.3777239709443099,0.0102176932656384,0.2889977392614921,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.6909090909090909,0.5,0.3413258110014104,0.5227537922987164,0.1755027422303473,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.8181818181818182,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2258019719483405
1143,0.1917808219178082,0.0405010633574049,0.7777777777777778,0.5,0.9710144927536232,0.95,0.2125,0.203756201275691,0.0315802680247579,0.1352739726027397,0.2399345335515548,0.2597521798990362,0.6595641646489104,0.0102176932656384,0.4698568198944988,0.3333333333333333,0.0287671232876712,1.0,0.1914383561643835,0.5,0.3333333333333333,0.75,0.3333333333333333,0.9636363636363636,0.75,0.7418899858956276,0.14585764294049,0.263254113345521,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.5415497847521178
1144,0.1679793094795433,0.0359905583210638,0.4444444444444444,0.25,0.6304347826086957,0.15,0.0648032885674931,0.0510276399716513,0.0315802680247579,0.3073630136986301,0.1646481178396072,0.1541991739329967,0.1680350923745397,0.0102176932656384,0.1266013564431047,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.204337899543379,0.7136923989715859,0.4417808219178082,0.3335543984388585,0.1099702690174389,0.0438756855575868,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0626301902513539
1145,0.1335616438356164,0.0508541914978148,0.3333333333333333,0.375,0.5,0.0,0.0648032885674931,0.0616583982990786,0.0315802680247579,0.1386986301369863,0.1099836333878887,0.0775585130793942,0.1220338983050847,0.0102176932656384,0.1111529766390354,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.204337899543379,0.3727272727272727,0.25,0.1974612129760225,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0626301902513539
1146,0.1061643835616438,0.0230900465072799,0.4444444444444444,0.625,0.4057971014492754,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.4460616438356164,0.1705400981996726,0.1624598439651216,0.2585956416464891,0.0102176932656384,0.2339864355689525,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.5,0.3333333333333333,0.2545454545454545,0.25,0.1586741889985895,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1584502152478822
1147,0.1679793094795433,0.0462735749842249,0.5555555555555556,0.5,0.8188405797101449,0.5833333333333334,0.053125,0.2228915662650602,0.0315802680247579,0.0171232876712328,0.2124386252045826,0.221202386415787,0.1680350923745397,0.0102176932656384,0.1816126601356443,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.25,0.3333333333333333,0.7727272727272727,0.5,0.2842031029619182,0.1925320886814469,0.0475319926873857,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2014997916955978
1148,0.184931506849315,0.0500128537708289,0.6666666666666666,0.75,0.5,0.0,0.0648032885674931,0.0487243090007087,0.0315802680247579,0.1836472602739726,0.1152209492635024,0.1206975676916016,0.3409200968523002,0.0102176932656384,0.2317256970610399,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3727272727272727,0.25,0.1650211565585331,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.5454545454545454,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1938619636161644
1149,0.1679793094795433,0.0205660333263221,0.6666666666666666,0.75,0.391304347826087,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2448630136986301,0.0936170212765957,0.054612207434603,0.2610169491525423,0.0102176932656384,0.1463828183873398,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.3333333333333333,0.7454545454545455,0.25,0.2031029619181946,0.1099702690174389,0.0853021462021988,0.3188405797101449,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1138730731842799
