sample,3,6,18,12:1,12:2,12:3,12:4,12:5,11:1,11:2,11:3,11:4,11:5,20:1,20:2,20:3,20:4
763,0.6666666666666666,0.9833333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
764,0.7777777777777778,0.8166666666666667,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
765,0.7777777777777778,0.7666666666666667,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1
766,0.8888888888888888,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
767,0.6666666666666666,0.6333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,0.5555555555555556,0.5833333333333334,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
769,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
770,0.7777777777777778,0.8833333333333333,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
771,0.4444444444444444,0.5333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
772,0.3333333333333333,0.0166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
773,0.5555555555555556,0.4333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,0.4444444444444444,0.1333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
775,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,1,0
776,0.5555555555555556,0.8,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
777,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
778,0.4444444444444444,0.4,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
779,0.4444444444444444,0.45,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0
780,0.5555555555555556,0.45,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
781,0.6666666666666666,0.7666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
782,0.5555555555555556,0.7,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
783,0.6666666666666666,0.8666666666666667,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
784,0.4444444444444444,0.4666666666666667,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1
785,0.5555555555555556,0.85,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
786,0.5555555555555556,0.2833333333333333,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
787,0.4444444444444444,0.0,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0
788,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
789,0.3333333333333333,0.8333333333333334,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
790,0.5555555555555556,0.95,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,1,0
791,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
792,0.5555555555555556,0.4333333333333333,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
793,0.6666666666666666,0.7833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
794,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
795,0.6666666666666666,0.7666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
796,0.5555555555555556,0.5166666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,0.5555555555555556,0.45,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
798,0.4444444444444444,0.05,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
799,0.8888888888888888,0.9833333333333332,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
800,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1
801,0.5555555555555556,0.7833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
802,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
803,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
804,0.8888888888888888,0.9833333333333332,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
805,0.4444444444444444,0.0666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
806,0.6666666666666666,0.9666666666666668,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
807,0.4444444444444444,0.2833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,1,0
808,0.4444444444444444,0.9,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
809,0.4444444444444444,0.2666666666666666,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
810,0.4444444444444444,0.25,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0
811,0.5555555555555556,0.8166666666666667,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0
812,0.5555555555555556,0.9,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,1
813,0.4444444444444444,0.0333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
814,0.5555555555555556,0.1333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
815,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
816,0.6666666666666666,0.8,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
817,0.4444444444444444,0.0666666666666666,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
818,0.7777777777777778,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
819,0.5555555555555556,0.35,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
820,0.6666666666666666,1.0,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
821,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
822,0.3333333333333333,0.05,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
823,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
824,0.5555555555555556,0.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0
825,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
826,1.0,0.9666666666666668,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
827,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
828,0.6666666666666666,0.85,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
829,0.4444444444444444,0.2833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0
830,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
831,0.5555555555555556,0.1166666666666666,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
832,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
833,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
834,0.5555555555555556,0.2333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
835,0.4444444444444444,0.1833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
836,0.3333333333333333,0.75,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
837,0.4444444444444444,0.3833333333333333,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0
838,0.5555555555555556,0.3833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
839,0.4444444444444444,0.9333333333333332,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
840,0.4444444444444444,0.75,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
841,0.5555555555555556,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0
842,0.4444444444444444,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,1,0,0,1,0
843,0.5555555555555556,0.2666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,0.4444444444444444,0.1833333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
845,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,1,0
846,0.4444444444444444,0.5166666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,0.6666666666666666,0.7166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
848,0.4444444444444444,0.3666666666666666,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1
849,0.5555555555555556,0.7833333333333333,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
850,0.5555555555555556,0.7333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
851,0.5555555555555556,0.8833333333333333,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
852,0.7777777777777778,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
853,0.6666666666666666,0.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0
854,0.5555555555555556,0.2333333333333333,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
855,0.4444444444444444,0.4,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
856,0.4444444444444444,1.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
857,0.5555555555555556,0.4666666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
858,0.5555555555555556,0.75,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
859,0.6666666666666666,0.4333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0.5555555555555556,0.5666666666666667,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
861,0.6666666666666666,0.8,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,1,0
862,0.4444444444444444,0.25,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
863,0.5555555555555556,0.5833333333333334,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0
864,0.4444444444444444,0.15,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
865,0.6666666666666666,0.9666666666666668,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
866,0.4444444444444444,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
867,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
868,0.3333333333333333,0.1833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
869,0.4444444444444444,0.0,0.6666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,1,0
870,0.6666666666666666,0.7333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
871,0.4444444444444444,0.2,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
872,0.5555555555555556,0.8,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
873,0.4444444444444444,0.7666666666666667,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,1,0
874,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
875,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
876,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
877,0.3333333333333333,0.2166666666666666,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0
878,0.8888888888888888,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
879,0.4444444444444444,0.75,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
880,0.4444444444444444,0.9166666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
881,0.4444444444444444,0.9333333333333332,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0
882,0.6666666666666666,0.6833333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
883,0.5555555555555556,0.7166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
884,0.3333333333333333,0.0,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
885,0.4444444444444444,0.2833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
886,0.8888888888888888,0.8333333333333334,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
887,0.4444444444444444,0.9166666666666666,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1
888,0.4444444444444444,0.0833333333333333,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
889,0.7777777777777778,0.3333333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
890,0.5555555555555556,0.05,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
891,0.4444444444444444,0.9333333333333332,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1
892,0.5555555555555556,0.4666666666666667,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
893,0.5555555555555556,0.8833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
894,0.4444444444444444,0.0666666666666666,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0
895,0.4444444444444444,0.4833333333333333,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,0
896,0.5555555555555556,0.2166666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,0.3333333333333333,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
898,0.4444444444444444,0.4833333333333333,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,0
899,0.8888888888888888,1.0,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
900,0.4444444444444444,0.7333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0.3333333333333333,0.35,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
902,0.4444444444444444,0.8333333333333334,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
903,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
904,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
905,0.4444444444444444,0.2833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
906,0.4444444444444444,0.0666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
907,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
908,0.6666666666666666,0.6166666666666667,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
909,0.4444444444444444,0.55,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
910,0.5555555555555556,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
911,0.4444444444444444,0.1666666666666666,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
912,0.4444444444444444,0.65,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
913,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
914,0.4444444444444444,0.0,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
915,0.5555555555555556,0.9833333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
916,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0
917,0.1111111111111111,0.0,0.521689497716895,0,0,0,0,0,1,0,0,0,0,0,0,0,0
918,0.3333333333333333,0.1,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
919,0.6666666666666666,0.6833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
920,0.5555555555555556,0.8666666666666667,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
921,0.5555555555555556,0.7333333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
922,0.4444444444444444,0.8833333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,1,0
923,0.5555555555555556,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
924,0.5555555555555556,0.7333333333333333,0.6666666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,1
925,0.5555555555555556,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,0.4444444444444444,0.45,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0
927,0.7777777777777778,0.9,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
928,0.6666666666666666,0.3,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0
929,0.7777777777777778,0.85,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
930,0.6666666666666666,0.7833333333333333,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0
931,0.7777777777777778,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
932,0.4444444444444444,0.25,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
933,0.8888888888888888,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
934,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
935,0.6666666666666666,0.95,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,1
936,0.3333333333333333,0.05,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0
937,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
938,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
939,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
940,0.6666666666666666,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
941,0.5555555555555556,0.4333333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
942,0.6666666666666666,0.8166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
943,0.3333333333333333,0.45,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,0
944,0.4444444444444444,0.2833333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
945,0.5555555555555556,0.1333333333333333,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0
946,0.4444444444444444,0.7666666666666667,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
947,0.4444444444444444,0.15,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,0.7777777777777778,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
949,0.6666666666666666,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
950,0.5555555555555556,0.9333333333333332,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,0.4444444444444444,0.8666666666666667,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
952,0.4444444444444444,0.25,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
953,0.4444444444444444,0.8833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
954,0.4444444444444444,0.3166666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,1
955,0.5555555555555556,0.4166666666666667,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
956,0.5555555555555556,0.0,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
957,0.5555555555555556,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,0.4444444444444444,0.2,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
959,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
960,0.6666666666666666,0.8166666666666667,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
961,0.4444444444444444,0.9666666666666668,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
962,0.5555555555555556,0.75,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,0.5555555555555556,0.4333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,0.8888888888888888,0.95,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
965,0.6666666666666666,0.8833333333333333,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
966,0.5555555555555556,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
967,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1
968,0.4444444444444444,0.0833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
969,0.2222222222222222,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,1,0,0
970,0.5555555555555556,0.1333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
971,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
972,0.6666666666666666,0.9,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
973,0.5555555555555556,0.4833333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,0.6666666666666666,0.9666666666666668,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
975,0.6666666666666666,0.7166666666666667,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
976,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
977,0.3333333333333333,0.1333333333333333,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
978,0.6666666666666666,0.95,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1
979,0.3333333333333333,0.0666666666666666,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1
980,0.4444444444444444,0.2166666666666666,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
981,0.6666666666666666,0.95,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
982,0.7777777777777778,0.8166666666666667,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
983,0.6666666666666666,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
984,0.7777777777777778,0.8666666666666667,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
985,0.4444444444444444,0.45,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
986,0.4444444444444444,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
987,0.5555555555555556,0.8833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0
988,0.8888888888888888,1.0,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
989,0.5555555555555556,0.4333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
991,0.7777777777777778,0.8,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1
992,0.7777777777777778,0.6,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,1,0
993,0.5555555555555556,0.7166666666666667,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,1,0
994,0.5555555555555556,0.9333333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
995,1.0,0.95,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
996,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
997,0.4444444444444444,0.1833333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
998,0.5555555555555556,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0.2222222222222222,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1000,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1001,0.2222222222222222,0.0333333333333333,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1002,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1003,0.7777777777777778,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1004,0.4444444444444444,0.4333333333333333,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1005,0.6666666666666666,0.9333333333333332,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1006,0.4444444444444444,0.45,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1007,0.5555555555555556,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1008,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1009,0.6666666666666666,0.9166666666666666,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1010,0.4444444444444444,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1011,0.4444444444444444,0.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012,0.4444444444444444,0.25,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1013,0.5555555555555556,0.7666666666666667,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1014,0.4444444444444444,0.9333333333333332,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1015,0.5555555555555556,0.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0
